fruit,path,label
Pomegranate,images/Pomegranate\Pomegranet001915.png,12
Persimmon,images/Persimmon\Persimmon1716.png,9
Guava,images/Guava/guava total final\Guava02353.png,3
Guava,images/Guava/guava total final\Guava01499.png,3
Pomegranate,images/Pomegranate\Pomegranet001683.png,12
Pitaya,images/Pitaya\Pitaya001961.png,10
Carambola,images/Carambola\Carambola 002064.png,2
Mango,images/Mango\Mango00330.png,5
Banana,images/Banana\Banana01724.png,1
Carambola,images/Carambola\Carambola 00688.png,2
Guava,images/Guava/guava total final\Guava1542.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C00738.png,4
Banana,images/Banana\Banana0211.png,1
Pear,images/Pear\Pear 1515.png,8
Kiwi,images/Kiwi/kiwi A\Kiwi A001079.png,4
Guava,images/Guava/guava total final\cene09061.png,3
muskmelon,images/muskmelon\Muskmelon 00680.png,14
Apple,images/Apple\Apple 04703.png,0
Pear,images/Pear\Pear 1334.png,8
Plum,images/Plum\PlumÒÇé1196.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002330.png,4
Pomegranate,images/Pomegranate\Pomegranet001118.png,12
Kiwi,images/Kiwi/kiwi A\Kiwi A001619.png,4
Pitaya,images/Pitaya\Pitaya0024.png,10
Guava,images/Guava/guava total final\Guava01375.png,3
Pomegranate,images/Pomegranate\Pomegranet00798.png,12
Pear,images/Pear\pear_0_6014.png,8
Banana,images/Banana\Banana01907.png,1
Peach,images/Peach\Peach00728.png,7
Mango,images/Mango\Mango002383.png,5
Plum,images/Plum\PlumÒÇé516.png,11
Peach,images/Peach\Peach001336.png,7
Banana,images/Banana\Banana01815.png,1
Banana,images/Banana\Banana01783.png,1
Orange,images/Orange\Orange002344.png,6
Kiwi,images/Kiwi/Kiwi B\Kiwi B0098.png,4
Mango,images/Mango\Mango003226.png,5
Pear,images/Pear\Pear 1140.png,8
Tomatoes,images/Tomatoes\Tamotoes001768.png,13
Kiwi,images/Kiwi/Kiwi C\Kiwi C00190.png,4
Orange,images/Orange\Orange00200.png,6
Banana,images/Banana\Banana02495.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A002039.png,4
Plum,images/Plum\PlumÒÇé2.png,11
Peach,images/Peach\Peach0084.png,7
Orange,images/Orange\Orange00348.png,6
Guava,images/Guava/guava total final\Guava03526.png,3
Guava,images/Guava/guava total final\Guava03894.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00550.png,4
Pomegranate,images/Pomegranate\Pomegranet00334.png,12
Carambola,images/Carambola\Carambola 00596.png,2
Peach,images/Peach\Peach00816.png,7
Guava,images/Guava/guava total final\Guava02369.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002350.png,4
Plum,images/Plum\PlumÒÇé548.png,11
Guava,images/Guava/guava total final\Guava02844.png,3
Guava,images/Guava/guava total final\ene08731.png,3
Apple,images/Apple\Apple 0848.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A001658.png,4
Tomatoes,images/Tomatoes\Tamotoes00822.png,13
Tomatoes,images/Tomatoes\Tamotoes00399.png,13
Tomatoes,images/Tomatoes\Tamotoes00489.png,13
Pomegranate,images/Pomegranate\Pomegranet001009.png,12
Carambola,images/Carambola\Carambola 00387.png,2
Pitaya,images/Pitaya\Pitaya002041.png,10
Tomatoes,images/Tomatoes\Tamotoes001726.png,13
Banana,images/Banana\Banana02950.png,1
Peach,images/Peach\Peach00130.png,7
Pitaya,images/Pitaya\Pitaya0010.png,10
Kiwi,images/Kiwi/Kiwi C\Kiwi C00559.png,4
Orange,images/Orange\Orange00101.png,6
Pitaya,images/Pitaya\Pitaya00214.png,10
Orange,images/Orange\Orange00714.png,6
Mango,images/Mango\Mango001757.png,5
Guava,images/Guava/guava total final\Guava01282.png,3
Mango,images/Mango\Mango00819.png,5
Mango,images/Mango\Mango001762.png,5
Apple,images/Apple\Apple 01555.png,0
Guava,images/Guava/guava total final\Guava0534.png,3
Banana,images/Banana\Banana0167.png,1
Pear,images/Pear\Pear 928.png,8
Tomatoes,images/Tomatoes\Tamotoes001510.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001085.png,4
Pear,images/Pear\pear_0_5790.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001398.png,4
Banana,images/Banana\Banana01532.png,1
Pitaya,images/Pitaya\Pitaya002086.png,10
Kiwi,images/Kiwi/Kiwi B\Kiwi B0020.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00503.png,4
Carambola,images/Carambola\Carambola 001010.png,2
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001197.png,4
Guava,images/Guava/guava total final\Guava02953.png,3
Mango,images/Mango\Mango003428.png,5
Mango,images/Mango\Mango003784.png,5
Guava,images/Guava/guava total final\scene03461.png,3
Peach,images/Peach\Peach001218.png,7
Peach,images/Peach\Peach001811.png,7
Banana,images/Banana\Banana0663.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A001608.png,4
Pomegranate,images/Pomegranate\Pomegranet00309.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002620.png,4
Guava,images/Guava/guava total final\Guava02931.png,3
Pear,images/Pear\pear_0_5209.png,8
Carambola,images/Carambola\Carambola 001512.png,2
Kiwi,images/Kiwi/Kiwi B\Kiwi B00780.png,4
Peach,images/Peach\Peach002069.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00868.png,4
Persimmon,images/Persimmon\Persimmon1770.png,9
Tomatoes,images/Tomatoes\Tamotoes00781.png,13
Pomegranate,images/Pomegranate\Pomegranet001921.png,12
Mango,images/Mango\Mango001385.png,5
Persimmon,images/Persimmon\Persimmon56.png,9
Guava,images/Guava/guava total final\Guava1571.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001773.png,4
Persimmon,images/Persimmon\Persimmon1710.png,9
Guava,images/Guava/guava total final\Guava606.png,3
Apple,images/Apple\Apple 04635.jpeg,0
Orange,images/Orange\Orange00654.png,6
Orange,images/Orange\Orange00194.png,6
Carambola,images/Carambola\Carambola 00873.png,2
Pear,images/Pear\pear_0_3850.png,8
Apple,images/Apple\Apple 02768.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A002099.png,4
Plum,images/Plum\PlumÒÇé98.png,11
Tomatoes,images/Tomatoes\Tamotoes00902.png,13
Carambola,images/Carambola\Carambola 001742.png,2
Guava,images/Guava/guava total final\Guava0539.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002913.png,4
Tomatoes,images/Tomatoes\Tamotoes001680.png,13
Apple,images/Apple\Apple 02387.png,0
Tomatoes,images/Tomatoes\Tamotoes00343.png,13
Pitaya,images/Pitaya\Pitaya001144.png,10
Guava,images/Guava/guava total final\Guava1049.png,3
Tomatoes,images/Tomatoes\Tamotoes00251.png,13
Plum,images/Plum\PlumÒÇé373.png,11
muskmelon,images/muskmelon\Muskmelon 00248.png,14
Orange,images/Orange\Orange00422.png,6
Apple,images/Apple\Apple 01034.png,0
Pear,images/Pear\Pear 1535.png,8
Banana,images/Banana\Banana0431.png,1
Persimmon,images/Persimmon\Persimmon161.png,9
Persimmon,images/Persimmon\Persimmon1592.png,9
Orange,images/Orange\Orange002869.png,6
muskmelon,images/muskmelon\Muskmelon 001049.png,14
Orange,images/Orange\Orange002954.png,6
Apple,images/Apple\Apple 089.png,0
Carambola,images/Carambola\Carambola 00743.png,2
Plum,images/Plum\PlumÒÇé2051.png,11
Guava,images/Guava/guava total final\Guava03864.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002799.png,4
Mango,images/Mango\Mango002268.png,5
Pomegranate,images/Pomegranate\Pomegranet00248.png,12
Orange,images/Orange\Orange00871.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002724.png,4
Pear,images/Pear\Pear 2011.png,8
Kiwi,images/Kiwi/Kiwi C\Kiwi C00651.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001184.png,4
Pomegranate,images/Pomegranate\Pomegranet0039.png,12
Mango,images/Mango\Mango002729.png,5
Pitaya,images/Pitaya\Pitaya002434.png,10
Orange,images/Orange\Orange00263.png,6
Tomatoes,images/Tomatoes\Tamotoes001378.png,13
Guava,images/Guava/guava total final\Guava02383.png,3
Carambola,images/Carambola\Carambola 001559.png,2
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001848.png,4
Peach,images/Peach\Peach00762.png,7
Guava,images/Guava/guava total final\Guava01599.png,3
Guava,images/Guava/guava total final\Guava1223.png,3
Persimmon,images/Persimmon\Persimmon1545.png,9
Kiwi,images/Kiwi/kiwi A\Kiwi A001731.png,4
Guava,images/Guava/guava total final\scene07821.png,3
Carambola,images/Carambola\Carambola 001652.png,2
Apple,images/Apple\Apple 0679.png,0
Carambola,images/Carambola\Carambola 001129.png,2
Carambola,images/Carambola\Carambola 0023.png,2
Persimmon,images/Persimmon\Persimmon874.png,9
Banana,images/Banana\Banana01825.png,1
Mango,images/Mango\Mango003495.png,5
Apple,images/Apple\Apple 02983.png,0
Persimmon,images/Persimmon\Persimmon760.png,9
Kiwi,images/Kiwi/Kiwi B\Kiwi B00915.png,4
Persimmon,images/Persimmon\Persimmon1585.png,9
Kiwi,images/Kiwi/kiwi A\Kiwi A00826.png,4
Persimmon,images/Persimmon\Persimmon46.png,9
Pear,images/Pear\Pear 1406.png,8
muskmelon,images/muskmelon\Muskmelon 00682.png,14
Banana,images/Banana\Banana0555.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00859.png,4
Pomegranate,images/Pomegranate\Pomegranet001973.png,12
Pomegranate,images/Pomegranate\Pomegranet00420.png,12
Kiwi,images/Kiwi/Kiwi C\Kiwi C00820.png,4
Persimmon,images/Persimmon\Persimmon28.png,9
Guava,images/Guava/guava total final\Guava0563.png,3
Plum,images/Plum\PlumÒÇé1333.png,11
Banana,images/Banana\Banana02139.png,1
Apple,images/Apple\Apple 0835.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001536.png,4
Mango,images/Mango\Mango001799.png,5
Pear,images/Pear\Pear 1981.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003215.png,4
Apple,images/Apple\Apple 02513.png,0
Plum,images/Plum\PlumÒÇé1720.png,11
Orange,images/Orange\Orange00421.png,6
Pomegranate,images/Pomegranate\Pomegranet002003.png,12
Banana,images/Banana\Banana01375.png,1
Plum,images/Plum\PlumÒÇé1440.png,11
Peach,images/Peach\Peach001594.png,7
Orange,images/Orange\Orange001881.png,6
Mango,images/Mango\Mango00884.png,5
Guava,images/Guava/guava total final\Guava1586.png,3
Guava,images/Guava/guava total final\Guava0725.png,3
Guava,images/Guava/guava total final\scene12061.png,3
Pomegranate,images/Pomegranate\Pomegranet001283.png,12
Guava,images/Guava/guava total final\Guava01419.png,3
Kiwi,images/Kiwi/Kiwi B\Kiwi B00274.png,4
Orange,images/Orange\Orange002742.png,6
Peach,images/Peach\Peach00346.png,7
Plum,images/Plum\PlumÒÇé1611.png,11
Plum,images/Plum\PlumÒÇé1587.png,11
Kiwi,images/Kiwi/kiwi A\Kiwi A002080.png,4
Pear,images/Pear\Pear 1648.png,8
Persimmon,images/Persimmon\Persimmon1776.png,9
Orange,images/Orange\Orange001247.png,6
Tomatoes,images/Tomatoes\Tamotoes001533.png,13
Pear,images/Pear\Pear 304.png,8
Persimmon,images/Persimmon\Persimmon1615.png,9
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001059.png,4
Peach,images/Peach\Peach002272.png,7
muskmelon,images/muskmelon\Muskmelon 00283.png,14
Guava,images/Guava/guava total final\Guava0997.png,3
Peach,images/Peach\Peach002297.png,7
Mango,images/Mango\Mango002260.png,5
Pomegranate,images/Pomegranate\Pomegranet00505.png,12
Pitaya,images/Pitaya\Pitaya002218.png,10
Plum,images/Plum\PlumÒÇé2200.png,11
Kiwi,images/Kiwi/kiwi A\Kiwi A00817.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001327.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B00829.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00540.png,4
Pomegranate,images/Pomegranate\Pomegranet002134.png,12
Tomatoes,images/Tomatoes\Tamotoes001060.png,13
Banana,images/Banana\Banana02560.png,1
Tomatoes,images/Tomatoes\Tamotoes00710.png,13
Apple,images/Apple\Apple 01046.png,0
Mango,images/Mango\Mango001482.png,5
Guava,images/Guava/guava total final\Guava204.png,3
Guava,images/Guava/guava total final\Guava03616.png,3
Guava,images/Guava/guava total final\Guava01644.png,3
Pear,images/Pear\Pear 885.png,8
Tomatoes,images/Tomatoes\Tamotoes001267.png,13
Guava,images/Guava/guava total final\Guava03773.png,3
Banana,images/Banana\Banana02538.png,1
Peach,images/Peach\Peach001026.png,7
Apple,images/Apple\Apple 01918.png,0
Orange,images/Orange\Orange00357.png,6
Pitaya,images/Pitaya\Pitaya00462.png,10
Persimmon,images/Persimmon\Persimmon842.png,9
Persimmon,images/Persimmon\Persimmon455.png,9
Orange,images/Orange\Orange001581.png,6
Pomegranate,images/Pomegranate\Pomegranet001762.png,12
Kiwi,images/Kiwi/kiwi A\Kiwi A001044.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001139.png,4
Banana,images/Banana\Banana0818.png,1
Guava,images/Guava/guava total final\scene03841.png,3
Persimmon,images/Persimmon\Persimmon365.png,9
Mango,images/Mango\Mango001662.png,5
Kiwi,images/Kiwi/Kiwi B\Kiwi B00121.png,4
Pitaya,images/Pitaya\Pitaya00133.png,10
Guava,images/Guava/guava total final\Guava03246.png,3
Banana,images/Banana\Banana0875.png,1
Orange,images/Orange\Orange002895.png,6
Apple,images/Apple\Apple 01746.png,0
Pear,images/Pear\Pear 1796.png,8
Banana,images/Banana\Banana02310.png,1
Pitaya,images/Pitaya\Pitaya00968.png,10
Kiwi,images/Kiwi/Kiwi C\Kiwi C00593.png,4
Mango,images/Mango\Mango002083.png,5
Persimmon,images/Persimmon\Persimmon1451.png,9
Mango,images/Mango\Mango001717.png,5
Apple,images/Apple\Apple 0718.png,0
Apple,images/Apple\Apple 02909.png,0
Peach,images/Peach\Peach001840.png,7
Apple,images/Apple\Apple 0891.png,0
Orange,images/Orange\Orange002629.png,6
Pitaya,images/Pitaya\Pitaya00298.png,10
Kiwi,images/Kiwi/Kiwi B\Kiwi B00888.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002980.png,4
Mango,images/Mango\Mango004141.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A001189.png,4
Pomegranate,images/Pomegranate\Pomegranet00373.png,12
Banana,images/Banana\Banana0139.png,1
Mango,images/Mango\Mango001101.png,5
Apple,images/Apple\Apple 0527.png,0
Apple,images/Apple\Apple 02546.png,0
Peach,images/Peach\Peach001230.png,7
Mango,images/Mango\Mango002467.png,5
Pear,images/Pear\Pear 1096.png,8
Kiwi,images/Kiwi/Kiwi B\Kiwi B001049.png,4
Apple,images/Apple\Apple 03280.png,0
Plum,images/Plum\PlumÒÇé477.png,11
Apple,images/Apple\Apple 04622.jpeg,0
Guava,images/Guava/guava total final\Guava01511.png,3
Tomatoes,images/Tomatoes\Tamotoes00971.png,13
Apple,images/Apple\Apple_0_5197.png,0
Peach,images/Peach\Peach001371.png,7
Apple,images/Apple\Apple 02085.png,0
Peach,images/Peach\Peach00334.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001862.png,4
Guava,images/Guava/guava total final\Guava03232.png,3
muskmelon,images/muskmelon\Muskmelon 00115.png,14
Kiwi,images/Kiwi/Kiwi B\Kiwi B00566.png,4
Guava,images/Guava/guava total final\Guava328.png,3
Mango,images/Mango\Mango002295.png,5
Guava,images/Guava/guava total final\ene06361.png,3
Apple,images/Apple\Apple 02834.png,0
Guava,images/Guava/guava total final\Guava02118.png,3
Orange,images/Orange\Orange002781.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi004140.png,4
Plum,images/Plum\PlumÒÇé1418.png,11
Carambola,images/Carambola\Carambola 001749.png,2
Carambola,images/Carambola\Carambola 00386.png,2
Pear,images/Pear\Pear 874.png,8
Pomegranate,images/Pomegranate\Pomegranet002115.png,12
Pear,images/Pear\Pear 1643.png,8
Apple,images/Apple\Apple 03323.png,0
Pear,images/Pear\Pear 1830.png,8
Persimmon,images/Persimmon\Persimmon293.png,9
Apple,images/Apple\Apple 0310.png,0
Persimmon,images/Persimmon\Persimmon1915.png,9
Pitaya,images/Pitaya\Pitaya00288.png,10
Pitaya,images/Pitaya\Pitaya002291.png,10
Apple,images/Apple\Apple 01752.png,0
Plum,images/Plum\PlumÒÇé679.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002438.png,4
Pitaya,images/Pitaya\Pitaya00820.png,10
Persimmon,images/Persimmon\Persimmon270.png,9
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00758.png,4
Banana,images/Banana\Banana01695.png,1
Guava,images/Guava/guava total final\Guava1444.png,3
Orange,images/Orange\Orange002756.png,6
Plum,images/Plum\PlumÒÇé454.png,11
Mango,images/Mango\Mango001840.png,5
Apple,images/Apple\Apple 01540.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003545.png,4
Orange,images/Orange\Orange00944.png,6
Carambola,images/Carambola\Carambola 00638.png,2
Guava,images/Guava/guava total final\Guava1255.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A00692.png,4
Apple,images/Apple\Apple 02746.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003037.png,4
muskmelon,images/muskmelon\Muskmelon 0050.png,14
Peach,images/Peach\Peach001404.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001689.png,4
Guava,images/Guava/guava total final\Guava02192.png,3
Mango,images/Mango\Mango00526.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001715.png,4
Banana,images/Banana\Banana01160.png,1
Carambola,images/Carambola\Carambola 001384.png,2
Kiwi,images/Kiwi/kiwi A\Kiwi A00807.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002244.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00117.png,4
Apple,images/Apple\Apple 02005.png,0
Guava,images/Guava/guava total final\Guava1539.png,3
Banana,images/Banana\Banana01809.png,1
Banana,images/Banana\Banana02709.png,1
Pear,images/Pear\Pear 585.png,8
muskmelon,images/muskmelon\Muskmelon 00834.png,14
Plum,images/Plum\PlumÒÇé1526.png,11
Orange,images/Orange\Orange00909.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002182.png,4
Pomegranate,images/Pomegranate\Pomegranet00454.png,12
Orange,images/Orange\Orange002876.png,6
Pear,images/Pear\Pear 42.png,8
Banana,images/Banana\Banana02312.png,1
Mango,images/Mango\Mango00410.png,5
Guava,images/Guava/guava total final\Guava03165.png,3
Apple,images/Apple\Apple 04207.jpeg,0
Guava,images/Guava/guava total final\Guava03731.png,3
Apple,images/Apple\Apple 01970.png,0
Pitaya,images/Pitaya\Pitaya001638.png,10
Pitaya,images/Pitaya\Pitaya00561.png,10
Mango,images/Mango\Mango003559.png,5
Pear,images/Pear\Pear 1656.png,8
muskmelon,images/muskmelon\Muskmelon 001702.png,14
muskmelon,images/muskmelon\Muskmelon 00750.png,14
Apple,images/Apple\Apple 01305.png,0
Apple,images/Apple\Apple 01039.png,0
Plum,images/Plum\PlumÒÇé2193.png,11
Mango,images/Mango\Mango00210.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001713.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003538.png,4
Mango,images/Mango\Mango001848.png,5
Banana,images/Banana\Banana01198.png,1
Banana,images/Banana\Banana01950.png,1
muskmelon,images/muskmelon\Muskmelon 00903.png,14
Peach,images/Peach\Peach001931.png,7
muskmelon,images/muskmelon\Muskmelon 00483.png,14
Banana,images/Banana\Banana01655.png,1
Persimmon,images/Persimmon\Persimmon1145.png,9
Tomatoes,images/Tomatoes\Tamotoes001855.png,13
Mango,images/Mango\Mango004046.png,5
Mango,images/Mango\Mango003830.png,5
Pear,images/Pear\pear_0_4785.png,8
Guava,images/Guava/guava total final\Guava02474.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001895.png,4
Pear,images/Pear\Pear 1853.png,8
Mango,images/Mango\Mango001735.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A00970.png,4
Orange,images/Orange\Orange002251.png,6
Persimmon,images/Persimmon\Persimmon1500.png,9
Orange,images/Orange\Orange002324.png,6
Persimmon,images/Persimmon\Persimmon1051.png,9
Carambola,images/Carambola\Carambola 001707.png,2
muskmelon,images/muskmelon\Muskmelon 001349.png,14
Guava,images/Guava/guava total final\Guava01295.png,3
Orange,images/Orange\Orange001284.png,6
Guava,images/Guava/guava total final\Guava0186.png,3
Mango,images/Mango\Mango00857.png,5
Apple,images/Apple\Apple_0_6273.png,0
Banana,images/Banana\Banana083.png,1
Pitaya,images/Pitaya\Pitaya001567.png,10
Mango,images/Mango\Mango00424.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001559.png,4
Plum,images/Plum\PlumÒÇé2105.png,11
Plum,images/Plum\PlumÒÇé2113.png,11
Banana,images/Banana\Banana02238.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A001844.png,4
Apple,images/Apple\Apple 01892.png,0
Kiwi,images/Kiwi/Kiwi C\Kiwi C00601.png,4
Guava,images/Guava/guava total final\Guava02837.png,3
Orange,images/Orange\Orange001898.png,6
Pear,images/Pear\Pear 1725.png,8
Kiwi,images/Kiwi/kiwi A\Kiwi A00101.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi004123.png,4
Tomatoes,images/Tomatoes\Tamotoes001772.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003600.png,4
Plum,images/Plum\PlumÒÇé875.png,11
Pitaya,images/Pitaya\Pitaya001024.png,10
Apple,images/Apple\Apple_0_9573.png,0
Orange,images/Orange\Orange001191.png,6
Mango,images/Mango\Mango003656.png,5
Kiwi,images/Kiwi/Kiwi B\Kiwi B00998.png,4
Orange,images/Orange\Orange001563.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00852.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00908.png,4
Mango,images/Mango\Mango003842.png,5
Orange,images/Orange\Orange002797.png,6
Guava,images/Guava/guava total final\Guava1361.png,3
Apple,images/Apple\Apple 04224.jpeg,0
Plum,images/Plum\PlumÒÇé821.png,11
Apple,images/Apple\Apple 03570.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003826.png,4
Orange,images/Orange\Orange00668.png,6
Persimmon,images/Persimmon\Persimmon87.png,9
Banana,images/Banana\Banana02425.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A00920.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00490.png,4
Banana,images/Banana\Banana02124.png,1
Pomegranate,images/Pomegranate\Pomegranet001098.png,12
Mango,images/Mango\Mango00443.png,5
Persimmon,images/Persimmon\Persimmon994.png,9
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi004171.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002269.png,4
Banana,images/Banana\Banana01930.png,1
Orange,images/Orange\Orange00565.png,6
Orange,images/Orange\Orange002513.png,6
Carambola,images/Carambola\Carambola 00604.png,2
Plum,images/Plum\PlumÒÇé2046.png,11
Plum,images/Plum\PlumÒÇé358.png,11
Tomatoes,images/Tomatoes\Tamotoes00706.png,13
muskmelon,images/muskmelon\Muskmelon 00273.png,14
Guava,images/Guava/guava total final\Guava02956.png,3
Persimmon,images/Persimmon\Persimmon559.png,9
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003092.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002511.png,4
Banana,images/Banana\Banana02971.png,1
Kiwi,images/Kiwi/Kiwi C\Kiwi C00131.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002495.png,4
muskmelon,images/muskmelon\Muskmelon 00934.png,14
Banana,images/Banana\Banana01617.png,1
Banana,images/Banana\Banana04.png,1
muskmelon,images/muskmelon\Muskmelon 001828.png,14
Pear,images/Pear\pear_0_8303.png,8
Guava,images/Guava/guava total final\Guava633.png,3
Mango,images/Mango\Mango00593.png,5
Pomegranate,images/Pomegranate\Pomegranet00815.png,12
muskmelon,images/muskmelon\Muskmelon 00255.png,14
Banana,images/Banana\Banana0256.png,1
Persimmon,images/Persimmon\Persimmon1523.png,9
Apple,images/Apple\Apple 01265.png,0
Pitaya,images/Pitaya\Pitaya001150.png,10
Guava,images/Guava/guava total final\scene01141.png,3
Guava,images/Guava/guava total final\Guava671.png,3
Pomegranate,images/Pomegranate\Pomegranet00944.png,12
Pitaya,images/Pitaya\Pitaya002337.png,10
Tomatoes,images/Tomatoes\Tamotoes001377.png,13
Pomegranate,images/Pomegranate\Pomegranet00139.png,12
Guava,images/Guava/guava total final\Guava03549.png,3
Pitaya,images/Pitaya\Pitaya00451.png,10
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001051.png,4
Persimmon,images/Persimmon\Persimmon2023.png,9
Guava,images/Guava/guava total final\Guava01070.png,3
Kiwi,images/Kiwi/Kiwi B\Kiwi B00637.png,4
Orange,images/Orange\Orange001518.png,6
Kiwi,images/Kiwi/Kiwi B\Kiwi B00896.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00955.png,4
Tomatoes,images/Tomatoes\Tamotoes001262.png,13
Guava,images/Guava/guava total final\Guava03106.png,3
Pitaya,images/Pitaya\Pitaya002129.png,10
Plum,images/Plum\PlumÒÇé1597.png,11
Pear,images/Pear\Pear 2073.png,8
Apple,images/Apple\Apple 02262.png,0
Apple,images/Apple\Apple 01532.png,0
Pitaya,images/Pitaya\Pitaya00430.png,10
Peach,images/Peach\Peach001186.png,7
Guava,images/Guava/guava total final\Guava041.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001869.png,4
Mango,images/Mango\Mango002454.png,5
Peach,images/Peach\Peach00691.png,7
Guava,images/Guava/guava total final\scene01281.png,3
Guava,images/Guava/guava total final\Guava1186.png,3
Guava,images/Guava/guava total final\Guava02157.png,3
Kiwi,images/Kiwi/Kiwi B\Kiwi B0046.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001925.png,4
Peach,images/Peach\Peach001498.png,7
Guava,images/Guava/guava total final\Guava01044.png,3
Banana,images/Banana\Banana0330.png,1
Kiwi,images/Kiwi/Kiwi C\Kiwi C00860.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002962.png,4
Persimmon,images/Persimmon\Persimmon387.png,9
Orange,images/Orange\Orange00767.png,6
Mango,images/Mango\Mango00832.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A00660.png,4
Pitaya,images/Pitaya\Pitaya001434.png,10
muskmelon,images/muskmelon\Muskmelon 00356.png,14
Apple,images/Apple\Apple 03078.png,0
Orange,images/Orange\Orange001993.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001287.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002525.png,4
Peach,images/Peach\Peach001709.png,7
Peach,images/Peach\Peach001600.png,7
Apple,images/Apple\Apple 02327.png,0
Pitaya,images/Pitaya\Pitaya001352.png,10
